,actual,predicted
27527,37500,51439.86
42324,8500,12423.241
51244,8500,22237.191
10464,226000,63472.53
27727,22500,21621.424
30083,24500,11432.382
32649,14750,15976.789
32605,9900,12035.796
39243,6500,9800.055
18895,84999,74102.125
25286,64000,66394.63
1680,26900,22589.91
50960,11000,25379.662
10829,13000,15439.903
8619,46000,48650.848
48368,21590,44255.42
43481,22995,31552.018
54026,8300,10640.692
23248,44800,26504.914
44081,15000,24267.932
7761,53000,57752.16
40926,24950,29544.742
53320,44000,54214.64
25402,14195,9184.432
1355,46750,43232.246
31240,28900,33054.156
18170,74900,56183.59
827,35500,19964.496
41913,46500,33693.82
11341,41500,37905.773
29699,29255,37260.996
8547,48000,72898.99
43059,18999,23907.803
32275,22500,21427.527
43751,45000,60068.375
42558,22800,16992.04
52006,47900,71831.7
794,88900,71585.39
30952,39500,64753.46
43029,7000,10580.211
8902,34999,51438.47
50885,20818,20901.242
39340,69645,73674.586
22392,16000,10379.843
15131,29990,42790.76
10196,31500,37394.793
41338,69900,60306.28
5161,144900,65060.66
14030,37995,46118.37
51001,22500,47283.406
6112,81000,66345.055
34317,21995,33766.734
34673,16750,48545.9
15520,257000,70883.81
33795,11000,12190.707
14363,22500,20865.04
25849,30000,31694.041
49333,17500,21423.299
50554,50000,53799.36
38196,145000,56061.953
36074,15999,23049.842
51011,48000,66958.234
7589,24900,23273.828
42656,83000,58578.832
14475,36500,45939.26
23520,31990,40836.703
50015,7500,19134.213
16357,27000,40962.97
4042,23000,34306.18
49351,17995,20991.07
7490,36000,16818.582
53994,129000,85345.54
33957,22500,21933.588
8569,61950,70058.22
52288,62000,61503.844
7755,25500,46587.38
50651,89999,47207.285
43468,77535,82757.54
49413,33900,32121.818
12227,32000,29778.5
14961,75000,36811.234
32238,22000,31646.027
31969,11499,31293.748
3315,12500,22322.158
35645,40000,59017.316
11943,31000,37050.355
40507,210000,52048.16
25500,12500,8295.941
47168,42999,49498.703
204,30000,57752.51
27615,22995,16011.459
44055,20000,22853.537
47770,115000,43736.816
36174,8000,15556.008
50446,56740,49174.02
7516,18000,17300.17
42866,9000,8636.242
53112,22500,32557.184
45697,7000,8847.049
28770,14195,20813.576
20475,16500,28866.084
19950,65000,53710.754
3849,20000,20887.463
27852,18000,32644.928
13640,43500,48279.582
14536,69900,73315.45
16227,32500,52234.98
47188,31900,34516.48
45828,145000,47299.355
43570,21999,18302.268
20547,99900,47500.906
4403,15000,21820.717
45761,13500,9325.447
41272,37899,42282.523
4864,38500,35562.316
41116,20499,33460.867
34743,88900,84155.16
49487,29995,32554.242
25076,34000,68165.79
32363,58900,69447.23
25448,72000,73754.56
48600,18000,24781.877
9489,149900,58650.914
32761,41995,44281.44
43459,23450,32200.982
52877,19500,26087.234
4665,13700,13593.715
9771,10900,30512.477
23901,8999,18307.363
32490,54999,42239.297
26796,46500,59100.816
24758,14500,21087.943
19152,24900,22996.14
34891,32500,33470.34
43505,26000,23368.82
47451,47541,47952.48
882,18688,27795.555
41199,12900,10936.304
6806,40999,59621.23
36198,46000,58706.742
19705,73000,67083.83
50914,9975,14383.695
31155,35000,37153.273
38060,32500,37739.46
25484,79950,75629.76
9005,30900,51968.26
5668,101000,72855.734
39423,23000,33232.277
33700,48000,54618.41
40381,47000,54917.62
37717,40000,51309.45
31262,22800,28946.174
1925,2800,13134.017
36605,116911,66661.24
32766,26000,21480.5
12960,15999,20260.486
10375,4200,7838.389
42144,15900,47009.367
51845,18500,50229.387
33836,47500,45413.715
11359,15500,10206.523
6777,59000,56272.35
47682,21000,24167.367
24431,30000,37944.43
12621,39900,50474.316
997,29999,34010.246
53529,37950,34867.43
768,61500,53271.77
51339,23500,27625.426
41098,69900,78850.09
1062,52000,42827.797
45206,18500,25359.926
51770,67000,47337.33
43460,69999,59321.566
25165,12500,15274.188
22084,29950,22189.8
21551,26000,30314.492
5395,18500,10404.601
4390,63000,33393.793
54139,24000,24261.76
13345,6700,9638.392
13713,26600,31943.426
11302,9500,8950.912
12051,34900,42525.67
18206,42995,36302.688
6933,26000,23438.846
44107,9500,16226.521
5021,32000,39850.75
6867,23000,22816.355
10241,80000,55379.402
47299,13250,42759.797
35210,17999,30679.97
33807,51999,45869.645
18988,65500,75100.016
7115,35500,29092.633
19215,8100,26794.55
46463,8000,46024.723
47962,7500,13876.813
28370,15500,9827.85
23142,7999,22996.1
48959,27500,28475.973
43911,18000,37436.266
22333,68750,49925.27
30076,60999,62271.05
28042,14500,16655.11
3943,6500,8267.532
48687,34700,29706.537
30975,8250,10840.931
3156,84500,58315.746
40784,42800,35435.02
12943,15900,10576.498
42845,18000,30947.844
27229,10000,11906.677
11184,8999,18387.75
8049,21000,79522.81
44513,28000,39022.332
3654,129000,48469.586
12658,7999,21511.5
9918,36800,30506.865
23091,117900,64371.246
44592,97555,68164.945
3860,9000,10181.078
49296,85989,57188.902
30862,80000,71414.18
2080,115000,57071.555
33508,40995,46849.688
53075,45750,62897.58
48218,59335,41677.906
7377,22495,24852.82
38915,47999,48510.316
43245,57500,66406.97
20793,27000,53920.617
44754,22495,41525.945
9901,73600,69649.83
26080,8500,9518.386
42435,16370,26980.102
28417,24950,32047.441
38881,43500,46186.145
50931,9950,19793.082
2692,41000,31155.592
14979,86999,72780.125
33724,11000,24736.953
2563,23000,17873.39
9318,81500,45446.836
28358,79999,36205.086
51672,38500,36615.953
15051,7000,13033.587
36748,115000,52322.39
744,10900,15487.169
29529,37500,38162.28
3951,40000,67004.82
15075,20000,13218.678
53979,9950,40262.438
33178,28700,34123.277
18204,55000,63080.277
9869,23000,27564.21
30452,41999,39551.773
31803,14000,16785.482
16726,38000,51682.75
13850,78000,58917.785
9158,29000,27056.855
39343,65000,35862.207
8428,45950,46331.17
50604,52590,44706.63
19143,34000,25096.773
35215,7750,24270.652
37036,11800,26025.453
41173,22800,20953.082
17687,14000,18713.729
28780,52000,45779.7
20816,25925,28765.293
20219,35500,42550.535
3872,44495,48475.44
22455,91500,47643.875
39542,35000,41934.207
21422,28900,33776.22
12955,49900,32527.148
47733,9900,12353.426
3885,48000,42202.707
49864,14599,23487.363
23194,19500,39736.47
38156,44000,42460.855
4343,40000,57874.69
25837,27900,42929.305
23992,40500,32287.117
3442,21800,26322.775
28969,12500,12302.873
26426,42500,36849.055
23566,28900,42896.246
37153,13000,23833.236
38778,12995,17406.857
2728,85000,66492.96
28215,47645,40608.953
5223,25000,28906.45
5683,27500,42075.53
11489,23500,26513.5
2863,41500,37304.8
46446,62000,48765.67
52579,26816,56508.36
34397,15900,11029.024
19445,64000,39977.117
29670,49000,37039.93
3639,34000,26109.748
39322,32500,42704.93
6239,26900,23130.92
17859,26691,29902.072
10796,31000,47071.46
37295,52500,36889.91
41574,35300,24538.22
14918,25000,40174.984
852,18000,23926.87
21085,6950,8620.566
43788,34250,33958.293
31208,19500,40882.89
50405,11000,9980.061
41530,35470,13218.678
36052,130000,69915.72
33298,23800,29594.193
44169,13500,9384.358
32028,27000,31866.426
51924,9000,9945.336
17555,59000,41709.95
22233,18500,24543.562
14396,27500,54721.332
29349,17777,31665.879
46189,25000,24232.805
8296,75499,58274.72
46043,32300,46597.656
3543,29500,38683.465
11618,33000,59276.484
11115,25215,37566.066
10871,43642,47648.17
26376,17498,23680.99
42379,104500,76158.85
17529,75000,68316.69
50304,59980,48713.188
43675,54543,46773.707
53373,42500,62828.08
34849,37950,36101.39
4444,36495,53294.56
30759,41000,30633.465
2301,5500,17481.486
53085,29999,45796.984
47753,62900,66544.42
34981,31995,27328.07
37908,24900,39913.79
10824,23500,15048.538
23989,27000,46773.76
16603,41950,46222.105
26347,28000,30232.27
13655,59549,67009.48
23030,8000,6775.5977
19935,13000,18153.717
9459,40459,55890.168
27949,42000,41933.082
23524,24500,16831.568
32078,42900,22840.81
18737,69000,50969.05
43891,74500,57238.32
51599,29950,19494.111
51220,3499,14897.44
52048,15000,26741.027
46756,76000,80408.84
7099,27000,30283.514
2362,35500,27234.459
30680,117000,59759.45
8177,38405,53830.4
14193,69250,56234.863
1699,7750,11411.188
11612,21000,18003.365
42926,18999,25837.404
43364,55460,49118.855
37837,35999,32685.629
7299,24500,39893.957
1278,16488,26145.568
22867,12500,12435.99
19861,43500,26343.256
35575,101999,60255.4
7875,14950,44059.746
48659,27500,37007.863
10664,8500,10398.179
15142,46900,65799.24
5151,6499,29286.494
26159,7000,10980.639
49301,64500,51429.477
50203,47500,50168.164
31965,70000,62730.906
47357,12900,27596.498
5670,26299,30910.467
13520,13750,23538.598
46303,26000,30822.023
46251,30490,45038.254
38343,27450,23480.213
17794,37500,45290.555
22037,18300,24769.02
32087,28900,44883.36
33069,45000,66281.25
40382,52500,36855.816
52087,16900,9567.189
25401,89750,80023.805
47349,80000,59949.047
26850,30000,33714.754
42018,54500,52046.69
49297,32999,22363.207
18857,34500,25979.277
42814,17500,13590.15
39670,10000,13012.536
30049,32000,43144.953
48794,17000,30716.85
16913,6250,9052.525
27158,17599,8196.358
48869,11000,14289.871
15508,73000,58461.13
43018,30000,56438.39
18842,19750,32299.39
23185,6399,39860.867
16516,115785,44180.586
7572,51000,33704.71
8159,9200,27054.457
31926,49999,79753.66
43102,42950,32929.414
28218,9950,13742.231
8414,44000,60440.223
32467,74900,66689.17
3659,34000,37161.77
50585,7500,9157.432
10959,24500,25190.748
8431,38000,30557.742
38073,22000,16264.263
10178,28000,25323.814
50789,34500,33455.598
27877,42995,46893.746
40522,90000,73479.836
20696,36590,49535.184
19397,24500,35610.25
34707,22000,21514.416
8150,71999,64433.65
19455,25000,36217.547
1237,24000,25619.0
45558,49900,36557.457
13117,9499,11152.066
39270,53950,46849.688
46903,11500,12496.546
50976,15300,7761.4995
18826,59999,64194.004
15936,45985,42393.316
29889,29500,57714.32
10607,53000,44204.21
11591,108000,67936.95
41798,22999,41230.348
5349,44888,39090.42
1585,4800,67606.86
33128,39900,59444.316
31119,46000,31768.43
48282,24000,28366.867
34442,88950,74036.44
1433,23500,32556.871
51369,6000,14409.2
19078,18500,15426.872
36443,8250,45348.484
38663,15500,31911.393
4757,46787,47839.65
31589,30000,35860.59
24655,37000,37975.727
54260,31000,48170.36
34383,44596,36369.67
18317,80000,57956.227
36637,22945,42074.777
24923,37500,44785.746
26451,6450,8267.595
45684,55000,66110.75
50512,20999,37070.58
49632,65688,43681.395
28455,28000,24739.887
27133,15000,9880.916
47177,234000,36755.3
14108,91000,71746.92
37456,13500,30656.3
32679,32000,54319.406
26224,12499,78617.66
3598,18500,18988.553
19180,32000,62504.785
29822,9000,12030.286
47570,47500,46248.96
12426,12000,11122.441
17479,33999,28543.916
36433,41999,65705.73
30440,76400,70440.88
6182,7500,9193.549
19491,3500,11655.967
52031,8900,16011.495
34243,12500,16858.525
35752,7350,21015.732
42208,14000,14462.14
5449,22500,25815.406
4109,20500,25460.963
20581,27000,47372.375
31146,30000,31864.77
36444,39900,37405.453
40144,33687,73209.43
47543,28500,43231.555
52826,29000,33116.383
4651,159000,66497.97
37587,32000,32294.66
26734,23000,34535.758
5731,12000,21387.72
21902,26500,26882.762
27581,26500,37831.37
8909,93999,57073.707
26679,12000,23995.994
42036,30919,36765.242
16756,10900,10366.406
52379,59000,48827.684
7638,26599,27555.098
23229,59000,29002.291
9266,59950,59759.45
17583,109499,34572.96
13577,42500,57540.523
38417,4200,12465.171
43842,87000,83608.31
41636,41500,44331.04
36113,26999,45892.375
4413,20900,24714.004
31367,6500,15000.537
46865,15000,21846.863
44395,6600,11671.815
37736,9995,38194.383
11364,13000,11615.042
17232,25900,47412.156
22757,33000,33938.117
27306,36500,59665.3
15238,20500,29792.688
52382,29999,70238.81
9224,7200,16870.691
46842,15500,40643.395
6772,24000,25812.06
2294,26900,54583.11
8061,27500,10121.417
37592,3900,8985.828
13943,26900,34633.297
40605,17000,11818.524
12369,20000,17746.877
9940,43000,58039.57
44477,11995,18685.65
6724,12300,8186.6523
40737,36990,58599.285
17239,69685,64177.27
35303,19000,20486.129
13698,41999,54268.086
11587,30900,46084.4
2358,194965,98970.29
9522,21000,17821.521
24732,41500,66502.65
9538,42000,61109.707
40214,18900,28406.588
7356,40999,52048.16
6882,19000,22657.402
30992,49000,41594.605
14847,37000,48815.098
15128,15000,31433.357
27545,45999,37994.62
22396,63000,46918.375
4700,8500,17487.121
30221,239995,116672.6
19085,15900,20835.488
8816,24500,28773.865
35397,26600,20887.346
16355,5000,9890.598
8007,55000,51776.062
25023,18500,23243.113
51069,27000,32050.182
38788,38000,38553.355
49768,136900,96455.805
9906,7000,11521.629
49406,34000,31931.096
32632,14000,25144.191
10865,20990,19626.354
28795,14500,13987.609
30805,37300,70156.44
13963,4700,30976.07
16882,84645,85537.54
41939,13500,18155.64
32285,44900,31630.816
3209,16995,40608.953
16809,59500,57014.105
20099,8000,16585.004
16849,34500,37987.07
11356,159500,51428.39
2898,15000,14292.389
51748,13000,24938.041
33579,19500,32740.79
21354,3900,9835.863
1693,13500,29092.633
6363,244896,84151.375
45539,17000,24296.133
25205,15000,13564.584
50508,28890,30053.033
5343,42500,67860.44
51389,4500,15199.099
31042,19500,18860.162
10728,13599,12617.844
12453,63500,64416.016
52357,12000,23903.84
19043,47449,51861.18
15476,17950,9923.164
761,29999,35630.117
36607,30000,19331.154
12846,30900,40768.188
36551,17000,12453.545
23131,41000,48598.453
44920,10499,20214.47
30659,28500,38180.184
35549,9450,11951.77
24720,49999,33074.133
26623,8550,12217.62
43890,23999,32722.938
51149,44950,39757.406
37412,15500,12837.965
52121,3000,10462.425
20383,24000,27541.527
37211,15500,7114.66
52746,50000,47419.68
43231,12250,11006.183
23580,65000,50847.83
5907,257000,43082.223
45487,42000,50636.613
21381,50000,51156.76
26737,52000,45642.227
34836,19000,13849.116
51187,8999,16354.531
20915,45900,53038.34
36291,41999,42717.723
8515,71200,50062.85
2922,51900,39598.035
48000,17000,27386.754
17836,52000,49059.656
21212,133000,60053.793
40173,50000,30757.824
41793,59750,54917.88
7041,35000,47381.445
39740,11900,12878.652
33378,11000,10877.51
48433,37000,34631.066
13454,21500,11052.297
24793,53900,56012.93
15893,11250,14575.593
53598,53000,9838.834
15064,16500,20141.281
16257,20995,45828.79
47942,60500,50814.543
24511,39900,65458.15
29422,10795,13227.313
43079,43000,40750.46
20841,17000,10823.096
43194,16000,11486.948
18801,4200,12597.947
52134,21000,23580.111
50397,67000,52708.64
22312,47500,58112.457
40693,29900,42523.52
16621,38000,40882.89
18262,17900,20612.635
19545,34000,19565.332
10083,21990,26563.635
44925,32500,33748.383
32862,15000,16152.326
40755,46599,50792.547
22889,20500,31037.098
28111,69900,57396.555
25914,21999,32988.836
28578,16000,24683.875
9911,10995,16153.577
2028,68900,56138.08
32711,27000,30879.057
34883,11500,46015.13
6091,32000,43527.273
34599,36969,57235.957
53699,18900,38937.332
36371,54998,53941.74
29691,39500,48168.09
8486,20800,27924.512
14272,20599,18958.146
40148,39995,83182.51
43782,19000,34310.992
25925,15000,48791.707
13812,26999,71825.164
48079,28825,34081.09
6764,12500,10768.318
22073,11400,11322.713
49822,166900,80068.086
5429,15999,24720.559
40467,21000,30361.393
25772,12499,22401.85
35499,99000,48545.27
17399,11000,10080.246
20513,53800,71976.75
40238,12900,17017.88
19984,59950,63215.926
38018,18000,29236.65
38487,65000,40823.168
46715,12995,12257.079
13742,10999,18936.037
43201,8500,14052.033
12368,43900,55230.72
1083,7500,16651.87
2035,14999,9229.425
36342,43147,39726.67
11073,16500,19775.5
16199,26772,32746.95
40021,14000,15242.895
11800,15900,14542.119
12145,22500,73208.26
7936,13250,47656.695
37974,20997,47767.305
6623,27000,26779.305
32353,59200,83892.38
18451,54000,46001.88
23343,37900,54991.07
23208,50000,77042.53
4043,11250,13906.186
21874,94000,36620.633
968,17900,10304.747
25107,29000,36205.016
42063,29255,42515.04
34251,104500,63821.418
26148,11500,41437.76
37673,16000,26961.928
51441,17500,23243.303
17174,19500,13839.969
32226,28500,43016.297
26430,17800,36972.84
22222,24000,25526.488
17287,13000,19235.283
35104,124990,80032.33
23835,48000,34201.793
22541,37900,33221.65
30772,29950,18685.65
16054,15000,20651.178
6848,31500,38705.504
17458,41900,68586.664
23910,173995,72056.234
